Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition,Timestamp,Price Category,Latitude,Longitude
1/25/2023,1/25/2023,1:30 pm ‐ 2:45 pm,Petty Theft ‐ Micro Mobility Device,Canyon View Aquatic & Climbing Facility,2023‐0127,"Unsecured electric scooter, loss $550.00",Report Taken,2023-01-25 14:45:00,Expensive,32.8805864,-117.2318744
1/25/2023,12/28/2022 ‐ 1/5/2023,3:40 am ‐ 7:16 am,Grand Theft ‐ Micro Mobility Device,3991 Health Sciences Dr,T23000029,"Unsecured electric scooter Loss $1,800.00",Online Report,2023-01-05 07:16:00,Medium,32.8801142,-117.2201149
1/26/2023,01-03-2023,6:55 am ‐ 7:05 am,Grant Theft ‐ Micro Mobility Device,Matthews Ln,2023‐0134,"Unsecured electric bike, loss $2,000.00",Online Report,2023-01-03 07:05:00,Medium,32.8801283,-117.2344967
1/26/2023,12/28/2022,9:17 am ‐ 9:57 am,Grant Theft ‐ Micro Mobility Device,Myers Dr,2023‐0143,"Unsecured electric bike, loss $2,000.00",Online Report,2022-12-28 09:57:00,Medium,32.8779216,-117.2362076
1/26/2023,12/27/2022,1:30 am ‐ 1:40 am,Grant Theft ‐ Micro Mobility Device,East Medical Center Dr,2023‐0144,"Unsecured electric bike, loss $2,000.00",Online Report,2022-12-27 01:40:00,Medium,32.8787204,-117.2221927
1/26/2023,12/29/2022,7:38 am ‐ 7:48 am,Grant Theft ‐ Micro Mobility Device,East Medical Center Dr,2023‐0179,"Unsecured electric bike, loss $2,000.00",Online Report,2022-12-29 07:48:00,Medium,32.8787204,-117.2221927
1/26/2023,1/26/2023,4:52 pm ‐ 6:15 pm,Petty Theft ‐ Micro Mobility Device,Franklin Antonio Hall,T23000035,"Secured electric scooter, loss $500.00",Online Report,2023-01-26 18:15:00,Medium,32.8835013,-117.2349145
1/26/2023,12/29/2022,7:38aam ‐ 7:48 am,Grant Theft ‐ Micro Mobility Device,East Medical Center Dr,T23000034,"Unsecured electric bike, loss $2,000.00",Online Report,2022-12-29 07:48:00,Medium,32.8787204,-117.2221927
1/27/2023,1/27/2023,9:28 PM ‐ 10:05 PM,Grand Theft/ Threaten Crime with Intent to Terrorize,Trolley ‐ La Jolla Health Station,2023‐0155,"Subject stole victim's electric bicycle, loss $1,050.00",Report Taken,2023-01-27 22:05:00,Medium,,
1/27/2023,1/23/2023 ‐ 1/24/2023,7:00 PM ‐ 8:00 AM,Petty Theft ‐ Bicycle,ERC,T230000036,"Bicycle stolen, loss $200.00",Online Report,2023-01-24 19:00:00,Medium,,
1/28/2023,1/28/2023,8:00 am ‐ 11:00 am,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐0159,"Secured electric scooter, loss $308.00",Report Taken,2023-01-28 11:00:00,Medium,32.878353,-117.231842
1/28/2023,1/22/2023 ‐ 1/27/2023,8:00 am ‐ 8:00 pm,Petty Theft ‐ Bicycle,Catalyst,2023‐0161,"Secured bicycle stolen, loss $200.00",Report Taken,2023-01-27 20:00:00,Medium,,
1/31/2023,1/30/2023 ‐ 1/31/2023,11:00 PM ‐ 7:00 AM,Petty Theft of Micro Mobility Device,Seventh College,2023‐0168,"Secured electric bicycle stolen, loss $400.00",Report Taken,2023-01-31 23:00:00,Medium,32.8879708,-117.2421264
1/31/2023,1/30/2023,7:00 PM ‐ 9:30 PM,Petty Theft,RIMAC,2023‐0171,"Secured electric scooter stolen, loss $600.00",Report Taken,2023-01-30 21:30:00,Expensive,32.8851041,-117.2404977
1/31/2023,1/31/2023,8:00 AM ‐ 12:00 PM,Petty Theft,Urey Hall,2023‐0174,"Secured electric scooter stolen, loss $400.00",Report Taken,2023-01-31 12:00:00,Medium,32.8755628,-117.2410642
1/31/2023,1/28/2023 ‐ 1/29/2023,8:00 PM ‐ 12:00 PM,Grand Theft,N Scholars Dr,2023‐0176,"Secured electric bicycle, loss $1,700.00",Report Taken,2023-01-29 20:00:00,Medium,32.8842874,-117.2424066
02-01-2023,1/31/2023,8:00 PM ‐ 11:00 PM,Petty Theft,Center Hall,2023‐0182,"Secured electric scooter stolen, loss $500.00",Report Taken,2023-01-31 23:00:00,Medium,32.8775468,-117.2374084
02-01-2023,1/30/2023 ‐ 2/1/2023,5:00 AM ‐ 11:00 AM,Petty Theft ‐ Bicycle,Gilman Dr,2023‐0186,"Secured bicycle stolen, loss $600.00",Online Report,2023-02-01 11:00:00,Expensive,32.8648237,-117.2364128
02-01-2023,02-01-2023,7:00 PM ‐ 10:00 PM,Petty Theft,Voigt Dr,2023‐0187,"Unknown suspect stole electric bicycle's seat with reflector and air tag, loss $80.00",Report Taken,2023-02-01 22:00:00,Low,32.8811362,-117.2295642
02-03-2023,02-03-2023,11:00 am ‐ 11:50 am,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2023‐0200,"Secured electric scooter, loss $720.00",Report Taken,2023-02-03 11:50:00,Expensive,32.8783769,-117.2337607
02-03-2023,02-03-2023,2:00 pm ‐ 7:00 pm,Petty Theft ‐ Micro Mobility Device,Showa Ramen ‐ Bike Rack,T23000040,"Secured electric scooter, loss $500.00",Online Report,2023-02-03 19:00:00,Medium,32.8809105,-117.2408997
02-04-2023,2/3/2023 ‐ 2/4/2023,11:00 PM ‐ 12:30 PM,Grand Theft of Micro Mobility Device,Gilman Dr,T23000041,"Secured electric scooter stolen, loss $1,000.00",Online Report,2023-02-04 23:00:00,Medium,32.8648237,-117.2364128
02-04-2023,2/3/2023 ‐ 2/4/2023,12:00 AM ‐ 9:00 AM,Petty Theft of Micro Mobility Device,Gilman Dr,T23000042,"Secured electric bicycle stolen, loss $700.00",Online Report,2023-02-04 09:00:00,Expensive,32.8648237,-117.2364128
02-04-2023,02-04-2023,1:00 PM ‐ 1:25 PM,Grand Theft ‐ Bicycle,Gilman Dr,T23000043,"Secured bicycle stolen, loss $1,200.00",Online Report,2023-02-04 13:25:00,Medium,32.8648237,-117.2364128
02-04-2023,02-04-2023,3:03 PM,Petty Theft of Micro Mobility Device,Charles David Keeling Apartments,2023‐0208,"Secured electric scooter stolen, loss $520.00",Report Taken,2023-02-04 15:03:00,Expensive,,
02-04-2023,02-03-2023,8:40 PM ‐ 11:40 PM,Petty Theft of Micro Mobility Device,Gilman Dr,T23000044,"Secured electric scooter stolen, loss $350.00",Online Report,2023-02-03 23:40:00,Medium,32.8648237,-117.2364128
02-05-2023,02-05-2023,5:15 pm ‐ 9:30 pm,Petty Theft ‐ Micro Mobility Device,Tamarack Apts,T23000045,"Secured motor scooter, loss $450.00",Online Report,2023-02-05 21:30:00,Medium,32.8783854,-117.2423065
02-06-2023,2/3/2023 ‐ 2/6/2023,8:00 pm ‐ 9:30 am,Petty Theft ‐ Bicycle,Tenaya Hall ‐ Bike Rack,2023‐0214,"Secured bike, loss $200.00",Report Taken,2023-02-06 20:00:00,Medium,32.8794203,-117.2428555
02-06-2023,2/3/2023 ‐ 2/6/2023,8:00 am ‐ 8:00 am,Petty Theft ‐ Bicycle,Tioga Hall North,2023‐0218,"Secured bicycle, loss $450.00",Report Taken,2023-02-06 08:00:00,Medium,32.8790315,-117.2433838
02-07-2023,2/2/2023 ‐ 2/3/2023,10:30 pm ‐ 7:20 am,Petty Theft ‐ Bicycle,"Keeling Apt, 5th Floor Bike Rack",2023‐0236,"Secured bicycle stolen, loss $800.00",Online Report,2023-02-03 22:30:00,Expensive,32.8737556,-117.2433215
02-08-2023,2/6/2023 ‐ 2/8/2023,3:00 pm ‐ 9:00 am,Petty Theft ‐ Bicycle,Beagle Hall ‐ South Bike Rack,2023‐0243,"Secured bike, loss $200.00",Report Taken,2023-02-08 15:00:00,Medium,32.874122,-117.2426029
02-08-2023,02-08-2023,7:40 am ‐ 8:40 pm,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2023‐0248,"Secured electric scooter, loss $880.00",Online Report,2023-02-08 20:40:00,Expensive,32.8799725,-117.2403292
02-09-2023,02-03-2023,9:00 pm ‐ 9:00 am,Petty Theft ‐ Micro Mobility Device,Catalyst Parking Structure ‐ Bike Rack,2023‐0253,"Secured electric scooter, loss $400.00",Online Report,2023-02-03 21:00:00,Medium,,
02-11-2023,02-11-2023,11:00 AM ‐ 12:30 PM,Petty Theft ‐ Bicycle,York Hall,2023‐00268,"Secured electric scooter stolen, loss $800.00",Online Report,2023-02-11 12:30:00,Expensive,32.8745478,-117.2400077
02-11-2023,2/10/2023 ‐ 2/11/2023,11:30 PM ‐ 12:00 AM,Petty Theft of Micro Mobility Device,Laurel Extension,2023‐0269,"Secured electric scooter stolen, loss $300.00",Report Taken,2023-02-11 23:30:00,Medium,,
2/13/2023,2/6/2023 ‐ 2/13/2023,4:00 PM ‐ 9:00 AM,Petty Theft,Rita Atkinson Residences,2023‐0275,"Secured bicycle stolen, loss $500.00",Report Taken,2023-02-13 16:00:00,Medium,32.872898,-117.2353067
2/13/2023,2/13/2023,9:00 AM ‐ 1:00 PM,Petty Theft,Mesa Apartments South,2023‐0281,"Secured bicycle stolen, loss $200.00",Report Taken,2023-02-13 13:00:00,Medium,,
2/13/2023,2/13/2023,5:00 PM ‐ 6:20 PM,Petty Theft,Center Hall,2023‐0290,"Secured electric scooter stolen, loss $500.00",Online Report,2023-02-13 18:20:00,Medium,32.8775468,-117.2374084
2/14/2023,2/13/2023 ‐ 2/14/2023,6:30 PM ‐ 12:30 AM,Grand Theft of Micro Mobility Device,Mandell Weiss Ln,2023‐0289,"Spin electric scooter stolen, loss $1,500.00",Online Report,2023-02-14 18:30:00,Medium,32.8720213,-117.240596
2/14/2023,2/13/2023 ‐ 2/14/2023,6:30 PM ‐ 12:30 AM,Grand Theft of Micro Mobility Device,Mandell Weiss Ln,2023‐0288,"Spin electric scooter stolen, loss $1,500.00",Online Report,2023-02-14 18:30:00,Medium,32.8720213,-117.240596
2/14/2023,02-10-2023,9:43 AM,Petty Theft,Mesa Apartments,2023‐0291,"Secured bicycle stolen, loss $120.00",Report Taken,2023-02-10 09:43:00,Medium,32.87382780000001,-117.2215649
2/14/2023,2/14/2023,11:20 AM,Petty Theft,Argo Hall,2302140032,Stolen bicycle,Information Only,2023-02-14 11:20:00,Medium,32.8745162,-117.2416218
2/14/2023,2/14/2023,3:10 AM,Petty Theft,Gilman Dr,2023‐0302,"Secured electric scooter stolen, loss $530.00",Online Report,2023-02-14 03:10:00,Expensive,32.8648237,-117.2364128
2/15/2023,2/15/2023,2:25 AM,Grand Theft of Miro Mobility Device,Gilman Dr,2023‐0310,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-15 02:25:00,Medium,32.8648237,-117.2364128
2/15/2023,2/15/2023,7:35 AM,Petty Theft of Miro Mobility Device,3811 Miramar St,T23000071,"Spin electric scooter stolen, loss $400.00",Online Report,2023-02-15 07:35:00,Medium,32.8750164,-117.2236212
2/15/2023,2/14/2023,10:10 PM ‐ 10:20 PM,Grand Theft of Miro Mobility Device,UC Health,T23000070,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-14 22:20:00,Medium,32.8944459,-117.2121696
2/15/2023,02-07-2023,6:10 PM ‐ 9:00 PM,Grand Theft of Miro Mobility Device,9155 Mandell Weiss,T23000072,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-07 21:00:00,Medium,32.8721027,-117.239938
2/15/2023,02-11-2023,1:36 PM ‐ 8:00 PM,Grand Theft of Miro Mobility Device,Voigt Dr / Scripps Memorial Hospital,T23000073,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-11 20:00:00,Medium,32.882508,-117.2243782
2/15/2023,1/27/2023 ‐ 1/31/2023,10:57 PM ‐ 3:00 PM,Grand Theft of Miro Mobility Device,9505 S Scholars Dr,T23000074,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-01-31 22:57:00,Medium,32.8794129,-117.2430125
2/15/2023,2/14/2023,8:29 PM ‐ 9:12 PM,Grand Theft of Miro Mobility Device,6 Scholars Dr N,T23000075,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-14 21:12:00,Medium,32.8875993,-117.2420287
2/15/2023,2/10/2023 ‐ 2/11/2023,12:53 PM ‐ 12:00 PM,Grand Theft of Miro Mobility Device,10116 Scholars Dr N,T23000076,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-11 12:53:00,Medium,32.8873161,-117.2426326
2/16/2023,2/8/2023 ‐ 2/10/2023,2:00 PM ‐ 9:00 PM,Petty Theft,N Scholars Dr,2023‐0312,"Secured electric scooter stolen, loss $500.00",Report Taken,2023-02-10 21:00:00,Medium,32.8842874,-117.2424066
2/16/2023,12/31/2022 ‐ 1/13/2023,9:27 PM ‐ 2:00 PM,Petty Theft,Miramar St,T23000080,"Spin electric scooter, loss $400.00",Online Report,2023-01-13 21:27:00,Medium,32.8735076,-117.2238704
2/16/2023,02-12-2023,7:05 AM ‐ 7:10 AM,Petty Theft ‐ Bicycle,Health Sciences Dr,T23000079,"Spin electric scooter stolen, loss $2,000.00",Online Report,2023-02-12 07:10:00,Medium,32.878625,-117.2204098
2/17/2023,2/17/2023,11:00 AM ‐ 12:00 PM,Petty Theft of Micro Mobility Device,Visual Arts Facility,2023‐0327,"Secured electric scooter stolen, loss $600.00",Report Taken,2023-02-17 12:00:00,Expensive,,
2/17/2023,2/17/2023,11:00 AM ‐ 12:50 PM,Petty Theft,Pepper Canyon Hall,2023‐0328,"Secured electric scooter stolen, loss $500.00",Report Taken,2023-02-17 12:50:00,Medium,32.8783769,-117.2337607
2/17/2023,2/17/2023,11:15 AM ‐ 2:00 PM,Petty Theft,Trolley ‐ Central Campus Station,2023‐0330,"Secured bicycle stolen, loss $300.00",Report Taken,2023-02-17 14:00:00,Medium,32.878353,-117.231842
2/17/2023,2/17/2023,2:54 PM,Petty Theft of Micro Mobility Device,Pepper Canyon Hall,2023‐0331,"Secured electric scooter stolen, loss $500.00",Report Taken,2023-02-17 14:54:00,Medium,32.8783769,-117.2337607
2/17/2023,2/17/2023,12:00 PM ‐ 1:00 PM,Petty Theft of Micro Mobility Device,Leichtag Biomedical Research,2023‐0337,"Secured electric scooter stolen, loss $600.00",Online Report,2023-02-17 13:00:00,Expensive,32.8767963,-117.2372406
2/18/2023,2/18/2023,10:00 am ‐ 4:00 pm,Petty Theft ‐ Micro Mobility Device,Central Campus Trolley,2023‐0350,"Secured electric scooter, loss $600.00",Report Taken,2023-02-18 16:00:00,Expensive,,
2/20/2023,01-03-2023,4:53 pm ‐ 5:00 pm,Grand Theft ‐ Micro Mobility Device,Lyman Ln,T23000084,"Unsecured electric scooter, loss $2,000.00",Online Report,2023-01-03 17:00:00,Medium,32.8793588,-117.2353782
2/20/2023,2/20/2023,8:46 PM,Grand Theft ‐ Micro Mobility Device,Trolley ‐ La Jolla Health,2302200077,"Unsecured electric scooter, loss $1,500.00",Report Taken,2023-02-20 20:46:00,Medium,,
2/21/2023,2/20/2023 ‐ 2/21/2023,9:40 PM ‐ 12:06 am,Petty Theft ‐ Micro Mobility Device,The Trove ‐ Price Center West,2023‐0361,"Secured electric scooter, loss $400.00, damaged lock $5.00",Report Taken,2023-02-21 21:40:00,Medium,32.8794123,-117.2368497
2/21/2023,1/3/2023 ‐ 1/8/2023,8:00 am ‐ 12:08 am,Petty Theft ‐ Micro Mobility Device,Center For Novel Therapeutics,2023‐0366,"Unsecured electric scooter, loss $400.00",Online Report,2023-01-08 08:00:00,Medium,32.8769868,-117.2208431
2/21/2023,1/7/2023 ‐ 1/8/2023,5:57 pm ‐ 9:00 pm,Grand Theft ‐ Micro Mobility Device,Lot P508,2023‐0367,"Unsecured electric scooter, loss $1,200.00",Online Report,2023-01-08 21:00:00,Medium,32.8803157,-117.2334851
2/22/2023,01-02-2023,9:45 am ‐ 9:50 am,Petty Theft ‐ Micro Mobility Device,Equality Ln,2023‐0381,"Unsecured electric bicycle, loss $400.00",Online Report,2023-01-02 09:50:00,Medium,32.8833264,-117.2341912
2/22/2023,12/31/2023,9:27 pm ‐ 9:32 pm,Petty Theft ‐ Micro Mobility Device,Equality Ln,2023‐0375,"Unsecured electric bicycle, loss $400.00",Online Report,2023-12-31 21:32:00,Medium,32.8833264,-117.2341912
2/22/2023,2/21/2023 ‐ 2/22/2023,9:00 am ‐ 9:30 am,Petty Theft ‐ Micro Mobility Device,Stewart Hall,2023‐0377,"Secured electric scooter, loss $600.00",Report Taken,2023-02-22 09:30:00,Expensive,32.8841688,-117.2324735
2/22/2023,12/31/2022,9:27 am ‐ 9:32 pm,Petty Theft ‐ Micro Mobility Device,Mesa Nueva,2023‐0382,"Unsecured electric bicycle, loss $400.00",Online Report,2022-12-31 21:32:00,Medium,32.8756502,-117.2224578
2/22/2023,1/11/2023 ‐ 1/14/2023,4:24 pm ‐ 11:00 am,Grand Theft ‐ Micro Mobility Device,Scholars Ln,T23000095,"Unsecured electric scooter, loss $1,200.00",Online Report,2023-01-14 16:24:00,Medium,32.878088,-117.2423827
2/22/2023,01-03-2023,8:00 am ‐ 8:05 am,Petty Theft ‐ Micro Mobility Device,Gilman Parking Structure,2023‐0386,"Unsecured electric scooter, loss $400.00",Online Report,2023-01-03 08:05:00,Medium,32.8773774,-117.2338526
2/22/2023,01-10-2023,3:31 pm ‐ 3:36 pm,Grand Theft ‐ Micro Mobility Device,Matthews Ln,2023‐0388,"Unsecured electric scooter, loss $1,200.00",Online Report,2023-01-10 15:36:00,Medium,32.8801283,-117.2344967
2/22/2023,1/23/2023 ‐ 1/14/2023,5:01 pm ‐ 10:00 am,Grand Theft ‐ Micro Mobility Device,Mandell Weiss Ln,T23000094,"Unsecured electric scooter, loss $1,200.00",Online Report,2023-01-23 17:01:00,Medium,32.8720213,-117.240596
2/22/2023,1/10/2023 ‐ 1/14/2023,9:24 am ‐ 10:10 am,Grand Theft ‐ Micro Mobility Device,Eucalyptus Grove Ln,T23000096,"Unsecured electric scooter, loss $1,200.00",Online Report,2023-01-14 10:10:00,Medium,32.8754873,-117.2395158
2/22/2023,2/21/2022 ‐ 2/22/2023,11:00 pm ‐ 12:30 pm,Grand Theft ‐ Micro Mobility Device,Eco Flat East Bldg 4,2023‐0380,"Secured electric bicycle, loss $1,500.00",Report Taken,2023-02-22 23:00:00,Medium,32.8880778,-117.2417602
2/23/2023,2/22/2023 ‐ 2/23/2023,11:00 pm ‐ 2:00 am,Petty Theft ‐ Micro Mobility Device,Galathea Hall,2023‐0385,"Secured electric scooter, loss $529.00, damage $30.00",Report Taken,2023-02-23 23:00:00,Expensive,32.8738934,-117.2416565
2/23/2023,2/3/2023 ‐ 2/13/2023,12:04 pm ‐ 7:29 am,Grand Theft ‐ Micro Mobility Device,North Point Ln,T23000098,"Unsecured electric bicycle, loss $1,800.00",Online Report,2023-02-13 12:04:00,Medium,32.8891672,-117.2408438
2/24/2023,2/6/2023 ‐ 2/19/2023,2:40 PM ‐ 7:00 AM,Grand Theft of Micro Mobility Device,9101 Gilman Dr,2023‐0410,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-19 14:40:00,Medium,32.8734827,-117.2376881
2/27/2023,2/17/2023 ‐ 2/21/2023,4:42 PM ‐ 1:00 AM,Grand Theft of Micro Mobility Device,1 Miramar St,2023‐0418,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-21 16:42:00,Medium,32.8737372,-117.2268607
2/24/2023,2/8/2023 ‐ 2/24/2023,5:40 PM,Grand Theft ‐ Bicycle,487 Grand Theft,2023‐0403,"Secured bicycle stolen, loss $1,500.00",Online Report,2023-02-24 17:40:00,Medium,,
2/27/2023,2/6/2023 ‐ 2/19/2023,2:40 PM ‐ 7:00 AM,Grand Theft of Micro Mobility Device,9101 Gilman Dr,2023‐0410,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-19 14:40:00,Medium,32.8734827,-117.2376881
2/27/2023,2/9/2023 ‐ 2/13/2023,5:46 PM ‐ 4:00 AM,Grand Theft of Micro Mobility Device,4715 Voigt Dr,2023‐0419,"Spin electric scooter stolen, loss $1,200.00",Online Report,2023-02-13 17:46:00,Medium,32.8801825,-117.2202466
2/27/2023,2/8/2023 ‐ 2/24/2023,5:40 PM,Grand Theft ‐ Bicycle,487 Grand Theft,2023‐0403,"Secured bicycle stolen, loss $1,500.00",Online Report,2023-02-24 17:40:00,Medium,,
2/25/2023,2/19/2023 ‐ 2/25/2023,8:00 pm ‐ 6:19 am,Petty Theft,UCSD Main Gym,2023‐0404,"Unknown suspect(s) stole bicycle tires from a secured electric bicycle, $180.00",Online Report,2023-02-25 20:00:00,Medium,32.8771494,-117.2412479
2/25/2023,2/22/2023 ‐ 2/25/2023,3:00 pm ‐ 10:10 am,Petty Theft ‐ Bicycle,Price Center West,2023‐0413,"Unknown if bicycle was secured, loss $369.00",Online Report,2023-02-25 15:00:00,Medium,32.8794123,-117.2368497
2/25/2023,2/25/2023,12:30 am ‐ 5:30 pm,Petty Theft ‐ Bicycle,One Miramar Bldg 4,2023‐0414,"Secured bicycle, loss $448.00",Report Taken,2023-02-25 17:30:00,Medium,32.8737372,-117.2268607
2/25/2023,2/25/2023,7:00 pm ‐ 7:20 pm,Petty Theft ‐ Micro Mobility Device,Yogurt World,2023‐0421,"Secured electric scooter, loss $700.00",Online Report,2023-02-25 19:20:00,Expensive,,
2/26/2023,2/26/2023,9:00 AM ‐ 3:49,Grand Theft ‐ Bicycle,Structural and Material Engineering,2023‐0423,"Secured bicycle stolen, loss $2.600.00",Report Taken,2023-02-26 09:00:00,Low,32.8800218,-117.2329402
2/28/2023,2/28/2023,12:00 AM ‐ 11:00 AM,Petty Theft of Micro Mobility Device,Sixth Market,2023‐0441,"Secured electric scooter stolen, loss $450.00",Online Report,2023-02-28 11:00:00,Medium,32.8800917,-117.2422501
2/28/2023,2/28/2023,11:50 AM ‐ 2:40 AM,Petty Theft of Micro Mobility Device,Pepper Canyon Hall,2023‐0438,"Secured electric scooter stolen, loss $400.00",Report Taken,2023-02-28 11:50:00,Medium,32.8783769,-117.2337607
03-01-2023,03-01-2023,12:00 PM ‐ 12:50 PM,Petty Theft of Micro Mobility Device,Center Hall,2023‐0444,"Secured electric scooter stolen, loss $700.00",Report Taken,2023-03-01 12:50:00,Expensive,32.8775468,-117.2374084
03-02-2023,1/15/2023 ‐ 1/21/2023,1:56 AM ‐ 6:00 PM,Grand Theft of Micro Mobility Device,Lot 702,2023‐0452,"Spin electric scooter stolen, loss $1,800.00",Online Report,2023-01-21 18:00:00,Medium,,
03-02-2023,1/8/2023 ‐ 1/22/2023,5:54 PM ‐ 3:00 PM,Grand Theft of Micro Mobility Device,Lot 101,2023‐0453,"Spin electric scooter stolen, loss $1,800.00",Online Report,2023-01-22 17:54:00,Medium,,
03-02-2023,1/2/2023 ‐ 1/23/2023,1:14 PM ‐ 6:00 PM,Grand Theft of Micro Mobility Device,Lot 003,2023‐0460,"Spin electric scooter stolen, loss $1,800.00",Online Report,2023-01-23 18:00:00,Medium,,
03-02-2023,03-02-2023,8:00 AM ‐ 1:00 PM,Petty Theft of Micro Mobility Device,Otterson Hall,2023‐0454,"Secured electric scooter stolen, loss $400.00",Report Taken,2023-03-02 13:00:00,Medium,32.8865929,-117.2411101
03-03-2023,03-02-2023,6:30 pm ‐ 6:50 pm,Petty Theft ‐ Bicycle,64 Degrees ‐ Bike Rack,2023‐0464,"Unsecured bicycle, loss $560.00",Online Report,2023-03-02 18:50:00,Expensive,32.8747459,-117.2420341
03-03-2023,03-03-2023,9:00 pm ‐ 10:30 pm,Petty Theft ‐ Micro Mobility Device,Central Campus Trolley,2023‐0466,"Secured electric scooter, loss $600.00",Online Report,2023-03-03 22:30:00,Expensive,,
03-04-2023,03-04-2023,7:02 AM,Petty Theft,Innovation Ln,2303040011,Subject seen taking bicycle seat off,Gone On Arrival,2023-03-04 07:02:00,Medium,32.8792475,-117.2316562
