Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition
9/26/2022,9/25/2022 ‐ 9/26/2022,7:00 PM ‐ 10:15 PM,Grand Theft ‐ Bicycle,UCSD Police Department,2022‐1615,"Secured bicycle stolen, loss $1,000.00",Report Taken
9/26/2022,9/21/2022 ‐ 9/22/2022,8:50 PM ‐ 7:40 AM,Petty Theft ‐ Bicycle,7th College Building,2022‐1617,"Secured bicycle stolen, loss $300.00",Report Taken
9/26/2022,9/26/2022,8:35 PM,Petty Theft ‐ Bicycle,Tenaya Hall,2022‐1621,"Secured bicycle stolen, loss $450.00",Online Report
9/27/2022,9/23/2022,9:00 AM ‐ 7:00 PM,Petty Theft ‐ Bicycle,EBU2,2022‐1626,"Secured bicycle stolen, loss $800.00",Online Report
9/27/2022,9/19/2022 ‐ 9/20/2022,12:00 AM ‐ 12:00 PM,Petty Theft of Micro Mobility Device,Innovation Lane,2022‐1630,"Stolen secured electric scooter, loss $649.00",Online Report
9/27/2022,9/19/2022 ‐ 9/20/2022,12:00 AM ‐ 12:00 PM,Petty Theft of Micro Mobility Device,Sixth College,2022‐1630,"Stolen electric scooter , loss $649.00",Report Taken
9/28/2022,9/28/2022,12:00 PM ‐ 12:30 PM,Petty Theft ‐ Bicycle,Galathea Hall,2022‐1640,"Secured bicycle stolen, loss $500.00",Online Report
9/28/2022,9/28/2022,4:00 PM ‐ 7:00 PM,Petty Theft of Micro Mobility Device,EBU2,2022‐1642,"Electric scooter, loss $400.00",Online Report
9/28/2022,9/28/2022,10:00 AM ‐ 1:00 PM,Grand Theft,UCSD Central Campus Trolley Stop,2022‐1641,"Secured stolen bicycle, loss $1,200.00",Online Report
9/28/2022,9/28/2022,8:30 PM ‐ 10:00 PM,Petty Theft of Micro Mobility Device,Center Hall,2022‐1639,"Stolen electric bicycle, loss $249.99",Report Taken
9/29/2022,9/29/2022,4:00 PM ‐ 7:00 PM,Petty Theft of Micro Mobility Device,EBU2,2022‐1642,"Stolen secured electric scooter, loss $400.00",Online Report
9/29/2022,9/28/2022,12:00 PM ‐ 12:30 PM,Petty Theft of Micro Mobility Device,Galbraith Hall,2022‐1640,"Stolen electric bicycle and lock, loss $501.00",Report Taken
9/29/2022,9/28/2022,10:00 AM ‐ 1:00 PM,Grand Theft ‐ Bicycle,Trolley ‐ Central Campus Stop,2022‐1641,"Stolen secured bicycle, loss $1,201.00",Disposition Online Report
9/29/2022,9/28/2022,9:30 AM ‐ 1:00 PM,Grant Theft ‐ Bicycle,Design and Innovation Bldg.,2022‐1649,"Secured bicycle stolen, loss $1,200.00",Report Taken
9/29/2022,9/29/2022,3:15 PM,Grand Theft of Micro Mobility Device,Voigt Dr,2022‐1650,"Stolen electric bicycle, loss $1,500.00",Report Taken
1/5/2023,1/5/2023,6:40 AM ‐ 12:30 PM,Petty Theft ‐ Bicycle,UCSD Campus Central Station,T23000002,"Secured bicycle stolen, loss $250.00",Online Report
1/7/2023,1/7/2023,6:08 PM ‐ 7:42 PM,Petty Theft,La Jolla Del Sol Apartments,2023‐0015,"Secured bicycle stolen from bike rack, loss $300.00",Report Taken
1/8/2023,1/8/2023,4:25 AM,Petty Theft ‐ Bicycle,Gilman Dr,T23000004,"Secured bicycle stolen, loss $500.00",Online Report
1/8/2023,12/08/2022 ‐ 1/7/2023,8:00 PM ‐ 8:00 PM,Petty Theft ‐ Bicycle,Middle Earth Hall,T23000005,"Secured bicycle stolen, loss $600.00",Online Report
1/9/2023,1/9/2023,9:10 AM,Petty Theft ‐ Bicycle,Miramar St,2023‐0025,"Secured bicycle stolen, loss $785.00",Online Report
1/9/2023,12/11/2022 ‐ 1/7/2023,9:20 AM ‐ 11:00 PM,Petty Theft ‐ Bicycle,Gilman Dr,T23000007,"Secured bicycle stolen, loss $750.00",Online Report
1/9/2023,12/7/2022 ‐ 1/7/2023,7:00 PM ‐ 7:00 AM,Petty Theft ‐ Bicycle,Gilman Dr,2022‐0026,"Secured bicycle stolen, loss $500.00",Online Report
1/9/2023,12/11/2022 ‐ 1/9/2023,12:00 AM ‐ 3:00 PM,Petty Theft ‐ Bicycle,Scholars Dr North,2022‐0029,"Secured bicycle stolen, loss $760.00",Online Report
1/10/2023,12/15/2022 ‐ 1/8/2022,7:30 PM ‐ 9:30 PM,Petty Theft ‐ Bicycle,Asia Hall,2023‐0033,"Bicycle stolen, loss $309.00",Online Report
1/10/2023,1/9/2023 ‐ 1/10/2023,10:00 PM ‐ 12:00 AM,Grand Theft ‐ Bicycle,Sixth College,2023‐0034,"Secured bicycle stolen, loss $1,399.00",Online Report
1/10/2023,1/10/2023,8:26 PM,Petty Theft,RIMAC,2301100070,"Stolen scooter, reporting party wants contact in person",Service Provided
1/12/2023,1/12/2023,9:30 AM ‐ 10:50 AM,Petty Theft of Micro Mobility Device,Library Walk,2023‐0043,"Secured electric scooter stolen, loss $800.00",Online Report
1/12/2023,1/12/2023,2:12 PM,Petty Theft of Micro Mobility Device,Center Hall,2023‐0040,"Secured electric scooter stolen, loss $450.00",Report Taken
1/13/2023,1/12/2023,9:30 am ‐ 10:50 am,Petty Theft ‐ Micro Mobility Device,Center Hall,2023‐0043,"Secured electric Scooter, loss $800.00",Report Taken
1/13/2023,1/13/2023,9:00 pm ‐ 11:30 pm,Petty Theft ‐ Micro Mobility Device,Blacks Beach Gate,2023‐0049,"Secured electric scooter, loss $500.00",Report Taken
1/15/2023,1/15/2023,1:00 pm ‐ 4:30 pm,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐0055,"Secured Electric Scooter, loss $400.00",Report Taken
1/16/2023,1/15/2023,11:00 AM ‐ 1:30 PM,Petty Theft of Micro Mobility Device,Canyon Vista,2023‐0059,"Secured electric scooter stolen, loss $800.00",Report Taken
1/17/2023,1/17/2023,8:00 am ‐ 12:00 pm,Petty Theft,Main Gymnasium,2023‐0068,"Unknown suspect(s) stolen victim's bicycle seat, loss $40.00",Report Taken
1/23/2023,1/23/2023,12:30 pm ‐ 3:35 pm,Petty Theft ‐ Micro Mobility Device,EBU 2,2023‐0105,"Secured electric scooter, loss $800.00",Report Taken
1/24/2023,12/2/2022 ‐ 12/2/2022,4:20 pm ‐ 7:41 pm,Grand Theft ‐ Micro Mobility Device,Campus Point Dr,T23000024,"Unsecured electric bike, loss $1,800.00",Online Report
1/24/2023,12/10/2022 ‐ 12/11/2022,6:44 am ‐ 1:44 am,Grand Theft ‐ Micro Mobility Device,Voigt Dr,T230000027,"Unsecured electric bike, loss $1,800.00",Online Report
1/24/2023,12/8/2022 ‐ 12/18/2022,9:59 am ‐ 3:00 am,Grand Theft ‐ Micro Mobility Device,Hopkins Dr,T230000026,"Unsecured electric bike, loss $1,800.00",Online Report
1/25/2023,1/23/2023 ‐ 1/24/2023,8:00 pm ‐ 2:00 am,Petty Theft ‐ Micro Mobility Device,Geisel Library,2023‐0120,"Secured electric scooter, loss $799.00",Report Taken
1/25/2023,12/28/2022 ‐ 1/5/2023,3:40 am ‐ 7:16 am,Grand Theft ‐ Micro Mobility Device,3991 Health Sciences Dr,2023‐0135,"Unsecured electric scooter Loss $1,800.00",Online Report
1/25/2023,1/25/2023,1:30 pm ‐ 2:45 pm,Petty Theft ‐ Micro Mobility Device,Canyon View Aquatic & Climbing Facility,2023‐0127,"Unsecured electric scooter, loss $550.00",Report Taken
1/25/2023,12/28/2022 ‐ 1/5/2023,3:40 am ‐ 7:16 am,Grand Theft ‐ Micro Mobility Device,3991 Health Sciences Dr,T23000029,"Unsecured electric scooter Loss $1,800.00",Online Report
1/26/2023,1/3/2023,6:55 am ‐ 7:05 am,Grant Theft ‐ Micro Mobility Device,Matthews Ln,2023‐0134,"Unsecured electric bike, loss $2,000.00",Online Report
1/26/2023,12/28/2022,9:17 am ‐ 9:57 am,Grant Theft ‐ Micro Mobility Device,Myers Dr,2023‐0143,"Unsecured electric bike, loss $2,000.00",Online Report
1/26/2023,12/27/2022,1:30 am ‐ 1:40 am,Grant Theft ‐ Micro Mobility Device,East Medical Center Dr,2023‐0144,"Unsecured electric bike, loss $2,000.00",Online Report
1/26/2023,12/29/2022,7:38 am ‐ 7:48 am,Grant Theft ‐ Micro Mobility Device,East Medical Center Dr,2023‐0179,"Unsecured electric bike, loss $2,000.00",Online Report
1/26/2023,1/26/2023,4:52 pm ‐ 6:15 pm,Petty Theft ‐ Micro Mobility Device,Franklin Antonio Hall,T23000035,"Secured electric scooter, loss $500.00",Online Report
1/26/2023,12/29/2022,7:38aam ‐ 7:48 am,Grant Theft ‐ Micro Mobility Device,East Medical Center Dr,T23000034,"Unsecured electric bike, loss $2,000.00",Online Report
1/27/2023,1/27/2023,9:28 PM ‐ 10:05 PM,Grand Theft/ Threaten Crime with Intent to Terrorize,Trolley ‐ La Jolla Health Station,2023‐0155,"Subject stole victim's electric bicycle, loss $1,050.00",Report Taken
1/27/2023,1/23/2023 ‐ 1/24/2023,7:00 PM ‐ 8:00 AM,Petty Theft ‐ Bicycle,ERC,T230000036,"Bicycle stolen, loss $200.00",Online Report
1/28/2023,1/28/2023,8:00 am ‐ 11:00 am,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2023‐0159,"Secured electric scooter, loss $308.00",Report Taken
1/28/2023,1/22/2023 ‐ 1/27/2023,8:00 am ‐ 8:00 pm,Petty Theft ‐ Bicycle,Catalyst,2023‐0161,"Secured bicycle stolen, loss $200.00",Report Taken
1/31/2023,1/30/2023 ‐ 1/31/2023,11:00 PM ‐ 7:00 AM,Petty Theft of Micro Mobility Device,Seventh College,2023‐0168,"Secured electric bicycle stolen, loss $400.00",Report Taken
1/31/2023,1/30/2023,7:00 PM ‐ 9:30 PM,Petty Theft,RIMAC,2023‐0171,"Secured electric scooter stolen, loss $600.00",Report Taken
1/31/2023,1/31/2023,8:00 AM ‐ 12:00 PM,Petty Theft,Urey Hall,2023‐0174,"Secured electric scooter stolen, loss $400.00",Report Taken
1/31/2023,1/28/2023 ‐ 1/29/2023,8:00 PM ‐ 12:00 PM,Grand Theft,N Scholars Dr,2023‐0176,"Secured electric bicycle, loss $1,700.00",Report Taken
2/1/2023,1/31/2023,8:00 PM ‐ 11:00 PM,Petty Theft,Center Hall,2023‐0182,"Secured electric scooter stolen, loss $500.00",Report Taken
2/1/2023,1/30/2023 ‐ 2/1/2023,5:00 AM ‐ 11:00 AM,Petty Theft ‐ Bicycle,Gilman Dr,2023‐0186,"Secured bicycle stolen, loss $600.00",Online Report
2/1/2023,2/1/2023,7:00 PM ‐ 10:00 PM,Petty Theft,Voigt Dr,2023‐0187,"Unknown suspect stole electric bicycle's seat with reflector and air tag, loss $80.00",Report Taken
2/3/2023,2/3/2023,11:00 am ‐ 11:50 am,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2023‐0200,"Secured electric scooter, loss $720.00",Report Taken
2/3/2023,2/3/2023,2:00 pm ‐ 7:00 pm,Petty Theft ‐ Micro Mobility Device,Showa Ramen ‐ Bike Rack,T23000040,"Secured electric scooter, loss $500.00",Online Report
2/4/2023,2/3/2023 ‐ 2/4/2023,11:00 PM ‐ 12:30 PM,Grand Theft of Micro Mobility Device,Gilman Dr,T23000041,"Secured electric scooter stolen, loss $1,000.00",Online Report
2/4/2023,2/3/2023 ‐ 2/4/2023,12:00 AM ‐ 9:00 AM,Petty Theft of Micro Mobility Device,Gilman Dr,T23000042,"Secured electric bicycle stolen, loss $700.00",Online Report
2/4/2023,2/4/2023,1:00 PM ‐ 1:25 PM,Grand Theft ‐ Bicycle,Gilman Dr,T23000043,"Secured bicycle stolen, loss $1,200.00",Online Report
2/4/2023,2/4/2023,3:03 PM,Petty Theft of Micro Mobility Device,Charles David Keeling Apartments,2023‐0208,"Secured electric scooter stolen, loss $520.00",Report Taken
2/4/2023,2/3/2023,8:40 PM ‐ 11:40 PM,Petty Theft of Micro Mobility Device,Gilman Dr,T23000044,"Secured electric scooter stolen, loss $350.00",Online Report
2/5/2023,2/5/2023,5:15 pm ‐ 9:30 pm,Petty Theft ‐ Micro Mobility Device,Tamarack Apts,T23000045,"Secured motor scooter, loss $450.00",Online Report
2/6/2023,2/3/2023 ‐ 2/6/2023,8:00 pm ‐ 9:30 am,Petty Theft ‐ Bicycle,Tenaya Hall ‐ Bike Rack,2023‐0214,"Secured bike, loss $200.00",Report Taken
2/6/2023,2/3/2023 ‐ 2/6/2023,8:00 am ‐ 8:00 am,Petty Theft ‐ Bicycle,Tioga Hall North,2023‐0218,"Secured bicycle, loss $450.00",Report Taken
2/7/2023,2/2/2023 ‐ 2/3/2023,10:30 pm ‐ 7:20 am,Petty Theft ‐ Bicycle,"Keeling Apt, 5th Floor Bike Rack",2023‐0236,"Secured bicycle stolen, loss $800.00",Online Report
2/8/2023,2/6/2023 ‐ 2/8/2023,3:00 pm ‐ 9:00 am,Petty Theft ‐ Bicycle,Beagle Hall ‐ South Bike Rack,2023‐0243,"Secured bike, loss $200.00",Report Taken
2/8/2023,2/8/2023,7:40 am ‐ 8:40 pm,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2023‐0248,"Secured electric scooter, loss $880.00",Online Report
2/9/2023,2/3/2023,9:00 pm ‐ 9:00 am,Petty Theft ‐ Micro Mobility Device,Catalyst Parking Structure ‐ Bike Rack,2023‐0253,"Secured electric scooter, loss $400.00",Online Report
2/11/2023,2/11/2023,11:00 AM ‐ 12:30 PM,Petty Theft ‐ Bicycle,York Hall,2023‐00268,"Secured electric scooter stolen, loss $800.00",Online Report
2/11/2023,2/10/2023 ‐ 2/11/2023,11:30 PM ‐ 12:00 AM,Petty Theft of Micro Mobility Device,Laurel Extension,2023‐0269,"Secured electric scooter stolen, loss $300.00",Report Taken
2/13/2023,2/6/2023 ‐ 2/13/2023,4:00 PM ‐ 9:00 AM,Petty Theft,Rita Atkinson Residences,2023‐0275,"Secured bicycle stolen, loss $500.00",Report Taken
2/13/2023,2/13/2023,9:00 AM ‐ 1:00 PM,Petty Theft,Mesa Apartments South,2023‐0281,"Secured bicycle stolen, loss $200.00",Report Taken
2/13/2023,2/13/2023,5:00 PM ‐ 6:20 PM,Petty Theft,Center Hall,2023‐0290,"Secured electric scooter stolen, loss $500.00",Online Report
2/14/2023,2/13/2023 ‐ 2/14/2023,6:30 PM ‐ 12:30 AM,Grand Theft of Micro Mobility Device,Mandell Weiss Ln,2023‐0289,"Spin electric scooter stolen, loss $1,500.00",Online Report
2/14/2023,2/13/2023 ‐ 2/14/2023,6:30 PM ‐ 12:30 AM,Grand Theft of Micro Mobility Device,Mandell Weiss Ln,2023‐0288,"Spin electric scooter stolen, loss $1,500.00",Online Report
2/14/2023,2/10/2023,9:43 AM,Petty Theft,Mesa Apartments,2023‐0291,"Secured bicycle stolen, loss $120.00",Report Taken
2/14/2023,2/14/2023,11:20 AM,Petty Theft,Argo Hall,2302140032,Stolen bicycle,Information Only
2/14/2023,2/14/2023,3:10 AM,Petty Theft,Gilman Dr,2023‐0302,"Secured electric scooter stolen, loss $530.00",Online Report
2/15/2023,2/15/2023,2:25 AM,Grand Theft of Miro Mobility Device,Gilman Dr,2023‐0310,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/15/2023,2/15/2023,7:35 AM,Petty Theft of Miro Mobility Device,3811 Miramar St,T23000071,"Spin electric scooter stolen, loss $400.00",Online Report
2/15/2023,2/14/2023,10:10 PM ‐ 10:20 PM,Grand Theft of Miro Mobility Device,UC Health,T23000070,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/15/2023,2/7/2023,6:10 PM ‐ 9:00 PM,Grand Theft of Miro Mobility Device,9155 Mandell Weiss,T23000072,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/15/2023,2/11/2023,1:36 PM ‐ 8:00 PM,Grand Theft of Miro Mobility Device,Voigt Dr / Scripps Memorial Hospital,T23000073,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/15/2023,1/27/2023 ‐ 1/31/2023,10:57 PM ‐ 3:00 PM,Grand Theft of Miro Mobility Device,9505 S Scholars Dr,T23000074,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/15/2023,2/14/2023,8:29 PM ‐ 9:12 PM,Grand Theft of Miro Mobility Device,6 Scholars Dr N,T23000075,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/15/2023,2/10/2023 ‐ 2/11/2023,12:53 PM ‐ 12:00 PM,Grand Theft of Miro Mobility Device,10116 Scholars Dr N,T23000076,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/16/2023,2/8/2023 ‐ 2/10/2023,2:00 PM ‐ 9:00 PM,Petty Theft,N Scholars Dr,2023‐0312,"Secured electric scooter stolen, loss $500.00",Report Taken
2/16/2023,12/31/2022 ‐ 1/13/2023,9:27 PM ‐ 2:00 PM,Petty Theft,Miramar St,T23000080,"Spin electric scooter, loss $400.00",Online Report
2/16/2023,2/12/2023,7:05 AM ‐ 7:10 AM,Petty Theft ‐ Bicycle,Health Sciences Dr,T23000079,"Spin electric scooter stolen, loss $2,000.00",Online Report
2/17/2023,2/17/2023,11:00 AM ‐ 12:00 PM,Petty Theft of Micro Mobility Device,Visual Arts Facility,2023‐0327,"Secured electric scooter stolen, loss $600.00",Report Taken
2/17/2023,2/17/2023,11:00 AM ‐ 12:50 PM,Petty Theft,Pepper Canyon Hall,2023‐0328,"Secured electric scooter stolen, loss $500.00",Report Taken
2/17/2023,2/17/2023,11:15 AM ‐ 2:00 PM,Petty Theft,Trolley ‐ Central Campus Station,2023‐0330,"Secured bicycle stolen, loss $300.00",Report Taken
2/17/2023,2/17/2023,2:54 PM,Petty Theft of Micro Mobility Device,Pepper Canyon Hall,2023‐0331,"Secured electric scooter stolen, loss $500.00",Report Taken
2/17/2023,2/17/2023,12:00 PM ‐ 1:00 PM,Petty Theft of Micro Mobility Device,Leichtag Biomedical Research,2023‐0337,"Secured electric scooter stolen, loss $600.00",Online Report
2/18/2023,2/18/2023,10:00 am ‐ 4:00 pm,Petty Theft ‐ Micro Mobility Device,Central Campus Trolley,2023‐0350,"Secured electric scooter, loss $600.00",Report Taken
2/20/2023,1/3/2023,4:53 pm ‐ 5:00 pm,Grand Theft ‐ Micro Mobility Device,Lyman Ln,T23000084,"Unsecured electric scooter, loss $2,000.00",Online Report
2/20/2023,2/20/2023,8:46 PM,Grand Theft ‐ Micro Mobility Device,Trolley ‐ La Jolla Health,2302200077,"Unsecured electric scooter, loss $1,500.00",Report Taken
2/21/2023,2/20/2023 ‐ 2/21/2023,9:40 PM ‐ 12:06 am,Petty Theft ‐ Micro Mobility Device,The Trove ‐ Price Center West,2023‐0361,"Secured electric scooter, loss $400.00, damaged lock $5.00",Report Taken
2/21/2023,1/3/2023 ‐ 1/8/2023,8:00 am ‐ 12:08 am,Petty Theft ‐ Micro Mobility Device,Center For Novel Therapeutics,2023‐0366,"Unsecured electric scooter, loss $400.00",Online Report
2/21/2023,1/7/2023 ‐ 1/8/2023,5:57 pm ‐ 9:00 pm,Grand Theft ‐ Micro Mobility Device,Lot P508,2023‐0367,"Unsecured electric scooter, loss $1,200.00",Online Report
2/22/2023,1/2/2023,9:45 am ‐ 9:50 am,Petty Theft ‐ Micro Mobility Device,Equality Ln,2023‐0381,"Unsecured electric bicycle, loss $400.00",Online Report
2/22/2023,12/31/2023,9:27 pm ‐ 9:32 pm,Petty Theft ‐ Micro Mobility Device,Equality Ln,2023‐0375,"Unsecured electric bicycle, loss $400.00",Online Report
2/22/2023,2/21/2023 ‐ 2/22/2023,9:00 am ‐ 9:30 am,Petty Theft ‐ Micro Mobility Device,Stewart Hall,2023‐0377,"Secured electric scooter, loss $600.00",Report Taken
2/22/2023,12/31/2022,9:27 am ‐ 9:32 pm,Petty Theft ‐ Micro Mobility Device,Mesa Nueva,2023‐0382,"Unsecured electric bicycle, loss $400.00",Online Report
2/22/2023,1/11/2023 ‐ 1/14/2023,4:24 pm ‐ 11:00 am,Grand Theft ‐ Micro Mobility Device,Scholars Ln,T23000095,"Unsecured electric scooter, loss $1,200.00",Online Report
2/22/2023,1/3/2023,8:00 am ‐ 8:05 am,Petty Theft ‐ Micro Mobility Device,Gilman Parking Structure,2023‐0386,"Unsecured electric scooter, loss $400.00",Online Report
2/22/2023,1/10/2023,3:31 pm ‐ 3:36 pm,Grand Theft ‐ Micro Mobility Device,Matthews Ln,2023‐0388,"Unsecured electric scooter, loss $1,200.00",Online Report
2/22/2023,1/23/2023 ‐ 1/14/2023,5:01 pm ‐ 10:00 am,Grand Theft ‐ Micro Mobility Device,Mandell Weiss Ln,T23000094,"Unsecured electric scooter, loss $1,200.00",Online Report
2/22/2023,1/10/2023 ‐ 1/14/2023,9:24 am ‐ 10:10 am,Grand Theft ‐ Micro Mobility Device,Eucalyptus Grove Ln,T23000096,"Unsecured electric scooter, loss $1,200.00",Online Report
2/22/2023,2/21/2022 ‐ 2/22/2023,11:00 pm ‐ 12:30 pm,Grand Theft ‐ Micro Mobility Device,Eco Flat East Bldg 4,2023‐0380,"Secured electric bicycle, loss $1,500.00",Report Taken
2/23/2023,2/22/2023 ‐ 2/23/2023,11:00 pm ‐ 2:00 am,Petty Theft ‐ Micro Mobility Device,Galathea Hall,2023‐0385,"Secured electric scooter, loss $529.00, damage $30.00",Report Taken
2/23/2023,2/3/2023 ‐ 2/13/2023,12:04 pm ‐ 7:29 am,Grand Theft ‐ Micro Mobility Device,North Point Ln,T23000098,"Unsecured electric bicycle, loss $1,800.00",Online Report
2/24/2023,2/6/2023 ‐ 2/19/2023,2:40 PM ‐ 7:00 AM,Grand Theft of Micro Mobility Device,9101 Gilman Dr,2023‐0410,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/27/2023,2/17/2023 ‐ 2/21/2023,4:42 PM ‐ 1:00 AM,Grand Theft of Micro Mobility Device,1 Miramar St,2023‐0418,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/24/2023,2/8/2023 ‐ 2/24/2023,5:40 PM,Grand Theft ‐ Bicycle,487 Grand Theft,2023‐0403,"Secured bicycle stolen, loss $1,500.00",Online Report
2/27/2023,2/6/2023 ‐ 2/19/2023,2:40 PM ‐ 7:00 AM,Grand Theft of Micro Mobility Device,9101 Gilman Dr,2023‐0410,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/27/2023,2/9/2023 ‐ 2/13/2023,5:46 PM ‐ 4:00 AM,Grand Theft of Micro Mobility Device,4715 Voigt Dr,2023‐0419,"Spin electric scooter stolen, loss $1,200.00",Online Report
2/27/2023,2/8/2023 ‐ 2/24/2023,5:40 PM,Grand Theft ‐ Bicycle,487 Grand Theft,2023‐0403,"Secured bicycle stolen, loss $1,500.00",Online Report
2/25/2023,2/19/2023 ‐ 2/25/2023,8:00 pm ‐ 6:19 am,Petty Theft,UCSD Main Gym,2023‐0404,"Unknown suspect(s) stole bicycle tires from a secured electric bicycle, $180.00",Online Report
